Triangulum\n三角座星系,-508.2781448,523.84095679,-439.11864957
Milky Way\n银河系,-2.8260167738380915e-05,-0.0080899169238115,-0.00665514444874
Andromeda\n仙女座星系,-385.97505661,623.35302883,-287.06637661
Solar System\n太阳系,-8.29995608,0.0,0.027
LMC\n大麦哲伦星系,-0.8720186111430763,-41.76894173128962,-27.46403538314262
SMC\n小麦哲伦星系,16.15858792158266,-38.4873883799523,-44.73108617230425
Canis Major\n大犬座星系,-12.074815973536456,-6.183560459801365,-0.9647469566579376
Sagittarius dSph\n人马座矮椭球星系,16.86190310879284,2.474854424455982,-6.490848987910304
